Huawei_AOC4518R30V06
690 MHz, 960 MHz
-29,80
-29,81
-29,82
-29,83
-29,84
-29,84
-29,85
-29,86
-29,87
-29,88
-29,89
-29,90
-29,91
-29,92
-29,92
-29,93
-29,94
-29,95
-29,96
-29,97
-29,98
-29,99
-30,00
-30,01
-30,01
-30,02
-30,03
-30,04
-30,05
-30,06
-30,06
-30,04
-30,02
-30,01
-29,99
-29,97
-29,96
-29,94
-29,92
-29,90
-29,89
-29,87
-29,85
-29,84
-29,82
-29,80
-29,78
-29,77
-29,75
-29,73
-29,71
-29,70
-29,68
-29,66
-29,65
-29,63
-29,61
-29,59
-29,58
-29,56
-29,54
-29,53
-29,51
-29,49
-29,47
-29,46
-29,44
-29,42
-29,41
-29,39
-29,37
-29,35
-29,34
-29,32
-29,30
-29,28
-29,27
-29,25
-29,23
-29,22
-29,20
-29,18
-29,16
-29,15
-29,13
-29,11
-29,10
-29,08
-29,06
-29,04
-29,03
-29,01
-28,99
-28,98
-28,96
-28,94
-28,92
-28,91
-28,89
-28,87
-28,85
-28,84
-28,82
-28,80
-28,79
-28,77
-28,75
-28,73
-28,72
-28,70
-28,68
-28,67
-28,65
-28,63
-28,61
-28,60
-28,58
-28,56
-28,54
-28,53
-28,51
-28,49
-28,48
-28,46
-28,44
-28,42
-28,41
-28,39
-28,37
-28,36
-28,34
-28,32
-28,30
-28,29
-28,27
-28,25
-28,24
-28,22
-28,20
-28,18
-28,17
-28,15
-28,13
-28,11
-28,10
-28,08
-28,06
-28,05
-28,03
-28,01
-27,99
-27,98
-27,96
-27,94
-27,93
-27,93
-26,44
-26,01
-26,01
-25,84
-25,93
-26,03
-26,03
-25,80
-25,58
-25,58
-25,21
-23,42
-23,29
-23,27
-23,25
-23,25
-23,59
-23,83
-23,95
-23,59
-23,09
-21,49
-20,85
-20,54
-20,39
-20,39
-20,31
-20,15
-19,70
-19,51
-19,32
-19,14
-19,14
-19,67
-20,04
-20,44
-21,43
-23,04
-23,42
-23,65
-23,88
-23,88
-24,09
-24,34
-25,34
-26,74
-27,46
-28,19
-27,87
-28,25
-28,63
-28,63
-27,64
-27,64
-27,15
-25,50
-24,47
-21,55
-21,24
-20,54
-19,85
-19,85
-19,67
-19,57
-19,44
-19,31
-19,19
-19,19
-19,41
-19,80
-20,58
-21,94
-22,95
-23,96
-26,27
-27,18
-23,83
-22,03
-21,85
-21,68
-21,93
-22,51
-24,58
-25,15
-22,28
-21,60
-21,00
-20,94
-20,94
-21,59
-25,21
-22,10
-16,26
-12,66
-9,25
-7,13
-5,42
-3,70
-2,72
-1,63
-1,01
-0,45
-0,03
1695 MHz, 2200 MHz
Azimut
0,00
-0,06
-0,07
-0,08
-0,09
-0,10
-0,11
-0,12
-0,12
-0,13
-0,15
-0,19
-0,23
-0,29
-0,34
-0,42
-0,51
-0,59
-0,69
-0,77
-0,87
-1,01
-1,15
-1,29
-1,43
-1,57
-1,72
-1,87
-2,02
-2,15
-2,30
-2,45
-2,60
-2,75
-2,89
-3,04
-3,20
-3,36
-3,52
-3,70
-3,87
-4,04
-4,20
-4,38
-4,55
-4,72
-4,94
-5,19
-5,44
-5,66
-5,88
-6,12
-6,36
-6,59
-6,88
-7,17
-7,45
-7,74
-7,98
-8,23
-8,49
-8,69
-8,90
-9,22
-9,50
-9,76
-10,01
-10,33
-10,65
-10,92
-11,20
-11,51
-11,87
-12,24
-12,60
-12,92
-13,24
-13,56
-13,92
-14,27
-14,65
-15,07
-15,50
-15,92
-16,34
-16,76
-17,13
-17,60
-17,98
-18,33
-18,68
-19,10
-19,52
-19,94
-20,37
-20,85
-21,22
-21,62
-22,03
-22,27
-22,51
-22,74
-22,98
-23,22
-23,62
-24,01
-24,33
-24,65
-24,97
-25,51
-25,91
-26,30
-26,69
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-27,09
-26,69
-26,30
-25,91
-25,51
-24,97
-24,65
-24,33
-24,01
-23,62
-23,22
-22,98
-22,74
-22,51
-22,27
-22,03
-21,62
-21,22
-20,85
-20,37
-19,94
-19,52
-19,10
-18,68
-18,33
-17,98
-17,60
-17,13
-16,76
-16,34
-15,92
-15,50
-15,07
-14,65
-14,27
-13,92
-13,56
-13,24
-12,92
-12,60
-12,24
-11,87
-11,51
-11,20
-10,92
-10,65
-10,33
-10,01
-9,76
-9,50
-9,22
-8,90
-8,69
-8,49
-8,23
-7,98
-7,74
-7,45
-7,17
-6,88
-6,59
-6,36
-6,12
-5,88
-5,66
-5,44
-5,19
-4,94
-4,72
-4,55
-4,38
-4,20
-4,04
-3,87
-3,70
-3,52
-3,36
-3,20
-3,04
-2,89
-2,75
-2,60
-2,45
-2,30
-2,15
-2,02
-1,87
-1,72
-1,57
-1,43
-1,29
-1,15
-1,01
-0,87
-0,77
-0,69
-0,59
-0,51
-0,42
-0,34
-0,29
-0,23
-0,19
-0,15
-0,13
-0,12
-0,12
-0,11
-0,10
-0,09
-0,08
-0,07
-0,06
Elevation
0,00
-0,26
-0,94
-2,44
-5,39
-7,65
-12,23
-18,46
-21,38
-22,77
-23,55
-22,91
-18,93
-17,32
-16,19
-16,14
-16,21
-18,45
-20,28
-24,32
-22,51
-19,15
-17,65
-17,66
-18,34
-20,21
-25,31
-24,79
-24,27
-22,91
-22,28
-22,09
-22,35
-23,95
-26,63
-26,83
-26,14
-25,44
-23,09
-21,59
-21,27
-20,96
-20,78
-20,89
-21,26
-21,64
-22,37
-22,80
-24,25
-24,64
-25,17
-26,60
-27,67
-28,17
-28,68
-28,68
-28,67
-28,67
-28,67
-28,66
-28,66
-28,66
-28,65
-28,65
-28,65
-28,65
-28,64
-28,64
-28,64
-28,63
-28,63
-28,63
-28,62
-28,62
-28,62
-28,61
-28,61
-28,61
-28,60
-28,60
-28,60
-28,59
-28,59
-28,59
-28,58
-28,58
-28,58
-28,57
-28,57
-28,57
-28,56
-28,56
-28,56
-28,55
-28,55
-28,55
-28,54
-28,54
-28,54
-28,53
-28,53
-28,53
-28,52
-28,52
-28,52
-28,51
-28,51
-28,51
-28,50
-28,50
-28,50
-28,49
-28,49
-28,49
-28,48
-28,48
-28,48
-28,48
-28,47
-28,47
-28,47
-28,46
-28,46
-28,46
-28,45
-28,45
-28,45
-28,44
-28,44
-28,44
-28,43
-28,43
-28,43
-28,42
-28,42
-28,42
-28,41
-28,41
-28,41
-28,40
-28,40
-28,40
-28,39
-28,39
-28,39
-28,38
-28,38
-28,38
-28,37
-28,37
-28,37
-28,36
-28,36
-28,36
-28,35
-28,35
-28,35
-28,34
-28,34
-28,34
-28,33
-28,33
-28,33
-28,32
-28,32
-28,32
-28,32
-28,31
-28,31
-28,31
-28,30
-28,30
-28,30
-28,29
-28,29
-28,29
-28,28
-28,28
-28,28
-28,27
-28,27
-28,27
-28,26
-28,26
-28,26
-28,25
-28,25
-28,25
-28,24
-28,24
-28,24
-28,23
-28,23
-28,23
-28,22
-28,22
-28,22
-28,21
-28,21
-28,21
-28,20
-28,20
-28,20
-28,19
-28,19
-28,19
-28,18
-28,18
-28,18
-28,17
-28,17
-28,17
-28,16
-28,16
-28,16
-28,15
-28,15
-28,15
-28,15
-28,14
-28,14
-28,14
-28,13
-28,13
-28,13
-28,12
-28,12
-28,12
-28,11
-28,11
-28,11
-28,10
-28,10
-28,10
-28,09
-28,09
-28,09
-28,08
-28,08
-28,08
-28,07
-28,07
-28,07
-28,06
-28,06
-28,06
-28,05
-28,05
-28,05
-28,04
-28,04
-28,04
-28,03
-28,03
-28,03
-28,02
-28,02
-28,02
-28,01
-28,01
-28,01
-28,00
-28,00
-28,00
-27,99
-27,99
-27,99
-27,98
-27,98
-27,98
-27,98
-27,97
-27,97
-27,97
-27,96
-27,96
-27,96
-27,95
-27,95
-27,95
-27,94
-27,94
-27,94
-27,93
-27,93
-27,93
-27,92
-27,92
-27,92
-27,91
-27,91
-27,91
-27,90
-27,90
-27,90
-27,89
-27,89
-27,89
-27,88
-27,88
-27,88
-27,87
-27,87
-27,87
-27,86
-27,86
-27,86
-27,85
-27,85
-28,18
-27,37
-26,97
-26,87
-26,78
-26,29
-25,45
-25,06
-25,07
-25,65
-25,29
-27,25
-27,64
-25,28
-23,41
-22,76
-21,87
-21,74
-22,02
-23,86
-24,23
-25,65
-26,00
-26,36
-26,72
-27,08
-27,44
-25,42
-21,43
-21,36
-21,39
-23,33
-25,65
-26,72
-21,18
-19,37
-19,08
-19,22
-20,08
-21,62
-23,76
-24,59
-25,31
-24,51
-20,81
-11,91
-7,76
-4,82
-2,20
-0,91
-0,08
2490 MHz, 2690 MHz
Azimut
0,00
-0,01
-0,01
-0,02
-0,04
-0,06
-0,09
-0,11
-0,17
-0,23
-0,29
-0,39
-0,49
-0,59
-0,68
-0,78
-0,88
-0,98
-1,08
-1,16
-1,30
-1,43
-1,57
-1,72
-1,86
-2,06
-2,33
-2,51
-2,69
-2,88
-3,10
-3,32
-3,60
-3,88
-4,16
-4,53
-4,84
-5,11
-5,46
-5,81
-6,15
-6,50
-6,82
-7,14
-7,50
-7,86
-8,22
-8,59
-9,01
-9,43
-9,86
-10,28
-10,70
-11,18
-11,64
-12,10
-12,56
-12,96
-13,37
-13,75
-14,12
-14,49
-14,87
-15,24
-15,62
-15,96
-16,31
-16,68
-17,06
-17,46
-17,84
-18,22
-18,56
-18,91
-19,26
-19,60
-19,95
-20,25
-20,55
-20,85
-21,15
-21,45
-21,86
-22,37
-22,87
-23,38
-23,84
-24,30
-24,76
-25,25
-25,59
-25,77
-25,96
-25,88
-25,80
-25,73
-25,65
-25,57
-25,51
-25,44
-25,38
-25,72
-25,98
-26,23
-26,48
-26,74
-26,99
-27,24
-27,50
-27,58
-27,67
-27,76
-27,74
-27,73
-27,71
-27,70
-27,68
-27,67
-27,65
-27,64
-27,62
-27,60
-27,59
-27,57
-27,61
-27,66
-27,70
-27,74
-27,78
-27,83
-27,89
-27,94
-28,00
-28,05
-28,10
-28,16
-28,21
-28,27
-28,32
-28,53
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,74
-28,53
-28,32
-28,27
-28,21
-28,16
-28,10
-28,05
-28,00
-27,94
-27,89
-27,83
-27,78
-27,74
-27,70
-27,66
-27,61
-27,57
-27,59
-27,60
-27,62
-27,64
-27,65
-27,67
-27,68
-27,70
-27,71
-27,73
-27,74
-27,76
-27,67
-27,58
-27,50
-27,24
-26,99
-26,74
-26,48
-26,23
-25,98
-25,72
-25,38
-25,44
-25,51
-25,57
-25,65
-25,73
-25,80
-25,88
-25,96
-25,77
-25,59
-25,25
-24,76
-24,30
-23,84
-23,38
-22,87
-22,37
-21,86
-21,45
-21,15
-20,85
-20,55
-20,25
-19,95
-19,60
-19,26
-18,91
-18,56
-18,22
-17,84
-17,46
-17,06
-16,68
-16,31
-15,96
-15,62
-15,24
-14,87
-14,49
-14,12
-13,75
-13,37
-12,96
-12,56
-12,10
-11,64
-11,18
-10,70
-10,28
-9,86
-9,43
-9,01
-8,59
-8,22
-7,86
-7,50
-7,14
-6,82
-6,50
-6,15
-5,81
-5,46
-5,11
-4,84
-4,53
-4,16
-3,88
-3,60
-3,32
-3,10
-2,88
-2,69
-2,51
-2,33
-2,06
-1,86
-1,72
-1,57
-1,43
-1,30
-1,16
-1,08
-0,98
-0,88
-0,78
-0,68
-0,59
-0,49
-0,39
-0,29
-0,23
-0,17
-0,11
-0,09
-0,06
-0,04
-0,02
-0,01
-0,01
Elevation
0,00
-0,03
-0,55
-2,42
-4,90
-10,68
-19,73
-24,72
-27,17
-24,75
-20,10
-17,53
-17,13
-17,13
-18,55
-24,04
-18,82
-17,76
-17,76
-18,31
-19,79
-23,70
-22,25
-21,61
-20,56
-20,41
-20,31
-20,48
-21,35
-22,33
-26,91
-26,91
-27,23
-27,60
-28,30
-28,99
-28,97
-28,95
-28,92
-28,90
-28,90
-28,66
-28,42
-28,18
-27,49
-26,45
-26,27
-26,16
-26,13
-26,11
-26,25
-27,08
-28,14
-29,26
-28,42
-29,00
-28,73
-28,74
-28,74
-28,75
-28,75
-28,75
-28,76
-28,76
-28,76
-28,77
-28,77
-28,77
-28,78
-28,78
-28,78
-28,79
-28,79
-28,80
-28,80
-28,80
-28,81
-28,81
-28,81
-28,82
-28,82
-28,82
-28,83
-28,83
-28,83
-28,84
-28,84
-28,85
-28,85
-28,85
-28,86
-28,86
-28,86
-28,87
-28,87
-28,87
-28,88
-28,88
-28,89
-28,89
-28,89
-28,90
-28,90
-28,90
-28,91
-28,91
-28,91
-28,92
-28,92
-28,92
-28,93
-28,93
-28,94
-28,94
-28,94
-28,95
-28,95
-28,95
-28,96
-28,96
-28,96
-28,97
-28,97
-28,97
-28,98
-28,98
-28,99
-28,99
-28,99
-29,00
-29,00
-29,00
-29,01
-29,01
-29,01
-29,02
-29,02
-29,03
-29,03
-29,03
-29,04
-29,04
-29,04
-29,05
-29,05
-29,05
-29,06
-29,06
-29,06
-29,07
-29,07
-29,08
-29,08
-29,08
-29,09
-29,09
-29,09
-29,10
-29,10
-29,10
-29,11
-29,11
-29,11
-29,12
-29,12
-29,13
-29,13
-29,13
-29,14
-29,14
-29,14
-29,15
-29,15
-29,15
-29,16
-29,16
-29,16
-29,17
-29,17
-29,18
-29,18
-29,18
-29,19
-29,19
-29,19
-29,20
-29,20
-29,20
-29,21
-29,21
-29,22
-29,22
-29,22
-29,23
-29,23
-29,23
-29,24
-29,24
-29,24
-29,25
-29,25
-29,25
-29,26
-29,26
-29,27
-29,27
-29,27
-29,28
-29,28
-29,28
-29,29
-29,29
-29,29
-29,30
-29,30
-29,30
-29,31
-29,31
-29,32
-29,32
-29,32
-29,33
-29,33
-29,33
-29,34
-29,34
-29,34
-29,35
-29,35
-29,36
-29,36
-29,36
-29,37
-29,37
-29,37
-29,38
-29,38
-29,38
-29,39
-29,39
-29,39
-29,40
-29,40
-29,41
-29,41
-29,41
-29,42
-29,42
-29,42
-29,43
-29,43
-29,43
-29,44
-29,44
-29,44
-29,45
-29,45
-29,46
-29,46
-29,46
-29,47
-29,47
-29,47
-29,48
-29,48
-29,48
-29,49
-29,49
-29,49
-29,50
-29,50
-29,51
-29,51
-29,51
-29,52
-29,52
-29,52
-29,53
-29,53
-29,53
-29,54
-29,54
-29,55
-29,55
-29,55
-29,56
-29,56
-28,93
-28,30
-27,67
-27,04
-24,43
-23,00
-22,70
-21,66
-21,27
-21,13
-21,08
-21,03
-21,15
-22,14
-23,80
-24,60
-26,76
-28,23
-28,30
-28,37
-28,44
-28,51
-26,36
-24,21
-22,06
-21,00
-20,96
-21,03
-22,29
-22,88
-26,46
-21,33
-20,09
-20,08
-20,24
-21,03
-22,87
-25,00
-23,80
-22,59
-21,43
-20,51
-20,16
-20,11
-20,11
-22,54
-24,94
-25,82
-27,12
-27,34
-27,57
-20,67
-19,89
-19,89
-19,92
-21,39
-24,98
-25,50
-26,22
-26,65
-23,33
-21,14
-18,55
-18,55
-18,96
-21,16
-23,57
-25,17
-15,05
-7,55
-3,91
-1,37
-0,19
